# kind, long name, terminfo name, termcap name, parameter signature (n/b), introduced version
str	set_clock	sclk	SC	n,n,n	system-v
str	display_clock	dclk	DK	-	system-v
str	remove_clock	rmclk	RC	-	system-v
str	create_window	cwin	CW	n,n,n,n,n	system-v
str	goto_window	wingo	WG	-	system-v
str	hangup	hup	HU	-	system-v
str	dial_phone	dial	DI	-	system-v
str	quick_dial	qdial	QD	-	system-v
str	tone	tone	TO	-	system-v
str	pulse	pulse	PU	-	system-v
str	flash_hook	hook	fh	-	system-v
str	fixed_pause	pause	PA	-	system-v
str	wait_tone	wait	WA	-	system-v
str	user0	u0	u0	-	system-v
str	user1	u1	u1	-	system-v
str	user2	u2	u2	-	system-v
str	user3	u3	u3	-	system-v
str	user4	u4	u4	-	system-v
str	user5	u5	u5	-	system-v
str	user6	u6	u6	-	system-v
str	user7	u7	u7	-	system-v
str	user8	u8	u8	-	system-v
str	user9	u9	u9	-	system-v
str	orig_pair	op	op	-	system-v
str	orig_colors	oc	oc	-	system-v
str	initialize_color	initc	Ic	n,n,n,n	system-v
str	initialize_pair	initp	Ip	n,n,n,n,n,n,n	system-v
str	set_color_pair	scp	sp	n	system-v
str	set_foreground	setf	Sf	n	system-v
str	set_background	setb	Sb	n	system-v
str	change_char_pitch	cpi	ZA	n	system-v
str	change_line_pitch	lpi	ZB	n	system-v
str	change_res_horz	chr	ZC	n	system-v
str	change_res_vert	cvr	ZD	n	system-v
str	define_char	defc	ZE	n,n,n	system-v
str	enter_doublewide_mode	swidm	ZF	-	system-v
str	enter_draft_quality	sdrfq	ZG	-	system-v
str	enter_italics_mode	sitm	ZH	-	system-v
str	enter_leftward_mode	slm	ZI	-	system-v
str	enter_micro_mode	smicm	ZJ	-	system-v
str	enter_near_letter_quality	snlq	ZK	-	system-v
str	enter_normal_quality	snrmq	ZL	-	system-v
str	enter_shadow_mode	sshm	ZM	-	system-v
str	enter_subscript_mode	ssubm	ZN	-	system-v
str	enter_superscript_mode	ssupm	ZO	-	system-v
str	enter_upward_mode	sum	ZP	-	system-v
str	exit_doublewide_mode	rwidm	ZQ	-	system-v
str	exit_italics_mode	ritm	ZR	-	system-v
str	exit_leftward_mode	rlm	ZS	-	system-v
str	exit_micro_mode	rmicm	ZT	-	system-v
str	exit_shadow_mode	rshm	ZU	-	system-v
str	exit_subscript_mode	rsubm	ZV	-	system-v
str	exit_superscript_mode	rsupm	ZW	-	system-v
str	exit_upward_mode	rum	ZX	-	system-v
str	micro_column_address	mhpa	ZY	n	system-v
str	micro_down	mcud1	ZZ	-	system-v
str	micro_left	mcub1	Za	-	system-v
str	micro_right	mcuf1	Zb	-	system-v
str	micro_row_address	mvpa	Zc	n	system-v
str	micro_up	mcuu1	Zd	-	system-v
str	order_of_pins	porder	Ze	-	system-v
str	parm_down_micro	mcud	Zf	n	system-v
str	parm_left_micro	mcub	Zg	n	system-v
str	parm_right_micro	mcuf	Zh	n	system-v
str	parm_up_micro	mcuu	Zi	n	system-v
str	select_char_set	scs	Zj	n	system-v
str	set_bottom_margin	smgb	Zk	-	system-v
str	set_bottom_margin_parm	smgbp	Zl	n	system-v
str	set_left_margin_parm	smglp	Zm	n	system-v
str	set_right_margin_parm	smgrp	Zn	n	system-v
str	set_top_margin	smgt	Zo	-	system-v
str	set_top_margin_parm	smgtp	Zp	n	system-v
str	start_bit_image	sbim	Zq	-	system-v
str	start_char_set_def	scsd	Zr	-	system-v
str	stop_bit_image	rbim	Zs	-	system-v
str	stop_char_set_def	rcsd	Zt	-	system-v
str	subscript_characters	subcs	Zu	-	system-v
str	superscript_characters	supcs	Zv	-	system-v
str	these_cause_cr	docr	Zw	-	system-v
str	zero_motion	zerom	Zx	-	system-v
str	char_set_names	csnm	Zy	n	system-v
str	key_mouse	kmous	Km	-	system-v
str	mouse_info	minfo	Mi	-	system-v
str	req_mouse_pos	reqmp	RQ	-	system-v
str	get_mouse	getm	Gm	n	system-v
str	set_a_foreground	setaf	AF	n	system-v
str	set_a_background	setab	AB	n	system-v
str	pkey_plab	pfxl	xl	n,b,b	system-v
str	device_type	devt	dv	-	system-v
str	code_set_init	csin	ci	-	system-v
str	set0_des_seq	s0ds	s0	-	system-v
str	set1_des_seq	s1ds	s1	-	system-v
str	set2_des_seq	s2ds	s2	-	system-v
str	set3_des_seq	s3ds	s3	-	system-v
str	set_lr_margin	smglr	ML	n,n	system-v
str	set_tb_margin	smgtb	MT	n,n	system-v
str	bit_image_repeat	birep	Xy	n,n	system-v
str	bit_image_newline	binel	Zz	-	system-v
str	bit_image_carriage_return	bicr	Yv	-	system-v
str	color_names	colornm	Yw	-	system-v
str	define_bit_image_region	defbi	Yx	-	system-v
